ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,Ship,Trip,Set,NewShipTrip,UID,BottomSampleID,TopSampleID
TEL101,SEGB,SEGB-05,46.07,-52.5,2012-04-15,15,4,2012,16:48:00,Spring,T1887,,89.0,0.579,0.24,1.158,0.48,,39,101,005,39101,39101005,365841.0,365848.0
TEL101,SEGB,SEGB-07,45.4583333333333,-52.0,2012-04-15,15,4,2012,21:41:00,Spring,T1888,,73.0,0.676,0.062,1.352,0.124,,39,101,007,39101,39101007,365849.0,365855.0
TEL101,SEGB,SEGB-08,45.0949999999999,-51.7,2012-04-16,16,4,2012,00:46:00,Spring,T1889,,65.0,0.624,0.044,1.248,0.088,,39,101,008,39101,39101008,365856.0,365862.0
TEL101,SEGB,SEGB-09,44.725,-51.395,2012-04-16,16,4,2012,03:45:00,Spring,T1890,,60.0,0.698,0.06,1.396,0.12,,39,101,009,39101,39101009,365863.0,365869.0
TEL101,SEGB,SEGB-10,44.3633333333333,-51.1033333333333,2012-04-16,16,4,2012,06:40:00,Spring,T1891,,60.0,0.839,0.046,1.678,0.092,,39,101,010,39101,39101010,365870.0,365876.0
TEL101,SEGB,SEGB-11,44.0,-50.8083333333333,2012-04-16,16,4,2012,09:35:00,Spring,T1892,,60.0,0.677,0.09,1.354,0.18,,39,101,011,39101,39101011,365877.0,365883.0
TEL101,SEGB,SEGB-12,43.6333333333333,-50.5166666666666,2012-04-16,16,4,2012,13:15:00,Spring,T1893,,51.0,0.039,0.024,0.078,0.048,,39,101,012,39101,39101012,365884.0,365890.0
TEL101,SEGB,SEGB-13,43.2,-50.1666666666666,2012-04-16,16,4,2012,16:40:00,Spring,T1894,,60.0,0.383,0.134,0.766,0.268,,39,101,013,39101,39101013,365891.0,365897.0
TEL101,SEGB,SEGB-15,42.85,-49.8866666666666,2012-04-16,16,4,2012,20:27:00,Spring,T1895,,345.0,0.207,0.404,0.414,0.808,,39,101,015,39101,39101015,365898.0,365907.0
TEL101,SEGB,SEGB-16,42.7749999999999,-49.8283333333333,2012-04-16,16,4,2012,23:02:00,Spring,T1896,,1000.0,0.114,0.971,0.228,1.942,,39,101,016,39101,39101016,365908.0,365917.0
TEL101,SEGB,SEGB-17,42.5883333333333,-49.6833333333333,2012-04-17,17,4,2012,03:05:00,Spring,T1897,,1000.0,0.138,0.833,0.276,1.666,,39,101,017,39101,39101017,365918.0,365927.0
TEL101,SEGB,SEGB-19,42.0799999999999,-49.27,2012-04-17,17,4,2012,11:40:00,Spring,T1898,,1000.0,0.109,0.965,0.218,1.93,,39,101,019,39101,39101019,365929.0,365938.0
TEL101,S27,S27-01,47.5466666666667,-52.5866666666667,2012-04-19,19,4,2012,04:45:00,Spring,T1899,,165.0,0.587,0.244,1.174,0.488,,39,101,001,39101,39101001,365939.0,365948.0
TEL101,FC,FC-01,47.0,-52.8299999999999,2012-04-19,19,4,2012,09:15:00,Spring,T1900,,95.0,0.114,0.128,0.228,0.256,,39,101,001,39101,39101001,365949.0,365956.0
TEL101,FC,FC-02,46.997,-52.71,2012-04-19,19,4,2012,11:00:00,Spring,T1901,,175.0,0.118,0.242,0.236,0.484,,39,101,002,39101,39101002,,
TEL101,FC,FC-03,46.9985,-52.5799999999999,2012-04-19,19,4,2012,12:10:00,Spring,T1902,,145.0,0.177,0.236,0.354,0.472,,39,101,003,39101,39101003,365967.0,365975.0
TEL101,FC,FC-04,47.0,-52.3178333333333,2012-04-19,19,4,2012,14:52:00,Spring,T1903,,115.0,0.154,0.173,0.308,0.346,,39,101,004,39101,39101004,365976.0,365984.0
TEL101,FC,FC-05,47.0015,-52.033,2012-04-19,19,4,2012,17:12:00,Spring,T1904,,130.0,0.178,0.151,0.356,0.302,,39,101,005,39101,39101005,365985.0,365993.0
TEL101,FC,FC-07,47.0,-51.0,2012-04-19,19,4,2012,22:26:00,Spring,T1905,,100.0,0.3,0.321,0.6,0.642,,39,101,007,39101,39101007,365994.0,366001.0
TEL101,FC,FC-09,47.0,-50.0,2012-04-20,20,4,2012,03:55:00,Spring,T1906,,70.0,0.128,0.123,0.256,0.246,,39,101,009,39101,39101009,366002.0,366008.0
TEL101,FC,FC-10,47.0,-49.1166666666666,2012-04-20,20,4,2012,08:25:00,Spring,T1907,,70.0,0.083,0.053,0.166,0.106,,39,101,010,39101,39101010,366009.0,366015.0
TEL101,FC,FC-12,47.0,-48.1166666666666,2012-04-20,20,4,2012,19:55:00,Spring,T1909,,127.0,0.175,0.147,0.35,0.294,,39,101,012,39101,39101012,366030.0,366037.0
TEL101,FC,FC-14,47.0,-47.5,2012-04-21,21,4,2012,00:02:00,Spring,T1910,,208.0,0.086,0.171,0.172,0.342,,39,101,014,39101,39101014,,
TEL101,FC,FC-15,47.0,-47.25,2012-04-21,21,4,2012,02:30:00,Spring,T1911,,515.0,0.087,1.002,0.174,2.004,,39,101,015,39101,39101015,366049.0,366058.0
TEL101,FC,FC-17,47.0,-47.0166666666666,2012-04-21,21,4,2012,06:17:00,Spring,T1912,,1000.0,0.052,0.568,0.104,1.136,,39,101,017,39101,39101017,366059.0,366068.0
TEL101,FC,FC-18,47.0,-46.8333333333333,2012-04-21,21,4,2012,09:18:00,Spring,T1913,,1000.0,0.072,0.679,0.144,1.358,,39,101,018,39101,39101018,366069.0,366078.0
TEL101,FC,FC-20,47.0,-46.4833333333333,2012-04-21,21,4,2012,13:26:00,Spring,T1914,,340.0,0.047,1.025,0.094,2.05,,39,101,020,39101,39101020,366079.0,366088.0
TEL101,FC,FC-21,47.0,-46.02,2012-04-21,21,4,2012,16:26:00,Spring,T1915,,295.0,0.031,1.121,0.062,2.242,,39,101,021,39101,39101021,366089.0,366098.0
TEL101,FC,FC-24,47.0,-45.21,2012-04-21,21,4,2012,21:11:00,Spring,T1916,,160.0,0.027,0.405,0.054,0.81,,39,101,024,39101,39101024,366099.0,366108.0
TEL101,FC,FC-26,47.0,-44.77,2012-04-22,22,4,2012,00:06:00,Spring,T1917,,140.0,0.125,0.456,0.25,0.912,,39,101,026,39101,39101026,,
TEL101,FC,FC-29,47.0,-44.2299999999999,2012-04-22,22,4,2012,03:25:00,Spring,T1918,,260.0,0.12,0.672,0.24,1.344,,39,101,029,39101,39101029,366118.0,366127.0
TEL101,FC,FC-31,47.0,-43.8299999999999,2012-04-22,22,4,2012,06:50:00,Spring,T1919,,540.0,0.111,0.915,0.222,1.83,,39,101,031,39101,39101031,366128.0,366137.0
TEL101,FC,FC-33,47.0,-43.3999999999999,2012-04-22,22,4,2012,10:25:00,Spring,T1920,,1000.0,0.15,1.083,0.3,2.166,,39,101,033,39101,39101033,366138.0,366147.0
TEL101,FC,FC-35,47.0,-43.0,2012-04-22,22,4,2012,14:35:00,Spring,T1921,,1000.0,0.165,1.18,0.33,2.36,,39,101,035,39101,39101035,366148.0,366157.0
TEL101,BB,BB-01,48.7333333333333,-52.9666666666666,2012-04-24,24,4,2012,17:57:00,Spring,T1922,,95.0,0.085,0.149,0.17,0.298,,39,101,001,39101,39101001,366158.0,366165.0
TEL101,BB,BB-03,48.8333333333333,-52.6499999999999,2012-04-24,24,4,2012,20:23:00,Spring,T1923,,245.0,0.076,0.302,0.152,0.604,,39,101,003,39101,39101003,366166.0,366175.0
TEL101,BB,BB-04,48.9166666666666,-52.3999999999999,2012-04-24,24,4,2012,22:38:00,Spring,T1924,,340.0,0.036,0.95,0.072,1.9,,39,101,004,39101,39101004,366176.0,366185.0
TEL101,BB,BB-06,49.1,-51.8283333333333,2012-04-25,25,4,2012,03:09:00,Spring,T1925,,280.0,0.095,0.712,0.19,1.424,,39,101,006,39101,39101006,366186.0,366195.0
TEL101,BB,BB-08,49.28,-51.2783333333333,2012-04-25,25,4,2012,07:20:00,Spring,T1926,,310.0,0.112,0.72,0.224,1.44,,39,101,008,39101,39101008,366196.0,366205.0
TEL101,BB,BB-10,49.5166666666666,-50.5333333333333,2012-04-25,25,4,2012,12:00:00,Spring,T1927,,320.0,,,,,,39,101,010,39101,39101010,366206.0,366215.0
TEL101,BB,BB-11,49.6833333333333,-50.0166666666666,2012-04-25,25,4,2012,15:20:00,Spring,T1928,,590.0,0.141,1.356,0.282,2.712,,39,101,011,39101,39101011,366216.0,366225.0
TEL101,BB,BB-12,49.85,-49.5,2012-04-25,25,4,2012,19:21:00,Spring,T1929,,1000.0,0.056,0.517,0.112,1.034,,39,101,012,39101,39101012,366226.0,366235.0
TEL101,BB,BB-13,50.0,-49.0,2012-04-25,25,4,2012,23:46:00,Spring,T1930,,1000.0,0.095,1.502,0.19,3.004,,39,101,013,39101,39101013,366236.0,366245.0
TEL101,BB,BB-14,50.18,-48.4699999999999,2012-04-26,26,4,2012,04:40:00,Spring,T1931,,1000.0,0.06,1.173,0.12,2.346,,39,101,014,39101,39101014,366246.0,366255.0
TEL101,S27,S27-01,47.5466666666667,-52.5866666666667,2012-04-29,29,4,2012,18:16:00,Spring,T1944,,170.0,0.065,0.087,0.13,0.174,,39,101,001,39101,39101001,366405.0,366414.0
NED417,S27,S27-01,47.5466666666667,-52.5866666666667,2012-05-01,1,5,2012,nan,Spring,T0693,,165.0,0.025,0.036,0.05,0.072,,12,417,001,12417,12417001,366575.0,366583.99999999796
TEL102,S27,S27-01,47.5466666666667,-52.5866666666667,2012-05-09,9,5,2012,08:05:00,Spring,T0694,,165.0,0.1,0.236,0.2,0.472,,39,102,001,39102,39102001,366585.0,366593.99999999796
TEL103,S27,S27-01,47.5466666666667,-52.5866666666667,2012-05-10,10,5,2012,19:45:00,Spring,T0696,,165.0,0.035,0.08,0.07,0.16,,39,103,001,39103,39103001,,
NED419,S27,S27-01,47.5466666666667,-52.5866666666667,2012-05-16,16,5,2012,14:47:00,Spring,T0695,,165.0,0.066,0.194,0.132,0.388,,,,,,,,
TEL103,S27,S27-01,47.5466666666667,-52.5866666666667,2012-05-29,29,5,2012,08:25:00,Spring,T0697,,165.0,0.171,0.574,0.342,1.148,,39,103,001,39103,39103001,366595.0,366603.99999999796
NED420,S27,S27-01,47.5466666666667,-52.5866666666667,2012-06-12,12,6,2012,03:20:00,,T0698,,165.0,0.108,0.592,0.216,1.184,,12,420,001,12420,12420001,,
NED421,S27,S27-01,47.5466666666667,-52.5866666666667,2012-06-13,13,6,2012,11:30:00,,T0700,,165.0,0.113,0.673,0.226,1.346,,12,421,001,12421,12421001,,
SHA611,S27,S27-01,47.5466666666667,-52.5866666666667,2012-06-18,18,6,2012,13:30:00,,T0699,,165.0,0.062,0.244,0.124,0.488,,03,611,001,03611,03611001,366615.0,366623.99999999796
NED421,S27,S27-01,47.5466666666667,-52.5866666666667,2012-06-20,20,6,2012,14:30:00,,T0701,,165.0,0.073,0.824,0.146,1.648,,12,421,001,12421,12421001,366625.0,366633.99999999796
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-09,9,7,2012,20:25:00,Summer,T1947,,165.0,0.099,0.077,0.198,0.154,,39,104,001,39104,39104001,366435.0,366444.0
TEL104,FC,FC-01,47.0,-52.8299999999999,2012-07-10,10,7,2012,01:10:00,Summer,T1948,,95.0,0.177,0.127,0.354,0.254,,39,104,001,39104,39104001,366445.0,366452.0
TEL104,FC,FC-03,46.9985,-52.5799999999999,2012-07-10,10,7,2012,03:47:00,Summer,T1949,,144.0,0.166,0.165,0.332,0.33,,39,104,003,39104,39104003,366453.0,366462.0
TEL104,FC,FC-04,47.0,-52.3178333333333,2012-07-10,10,7,2012,06:29:00,Summer,T1950,,112.0,0.093,0.124,0.186,0.248,,39,104,004,39104,39104004,366463.0,366471.0
TEL104,FC,FC-05,47.0015,-52.033,2012-07-10,10,7,2012,08:33:00,Summer,T1951,,127.0,0.101,0.05,0.202,0.1,,39,104,005,39104,39104005,366472.0,366480.0
TEL104,FC,FC-06,47.003,-51.49,2012-07-10,10,7,2012,11:36:00,Summer,T1952,,90.0,0.079,0.046,0.158,0.092,,39,104,006,39104,39104006,,
TEL104,FC,FC-07,47.0045,-51.0,2012-07-10,10,7,2012,15:05:00,Summer,T1953,,98.0,0.09,0.052,0.18,0.104,,39,104,007,39104,39104007,366489.0,366496.0
TEL104,FC,FC-09,47.0,-50.0,2012-07-10,10,7,2012,19:30:00,Summer,T1954,,75.0,0.03,0.014,0.06,0.028,,39,104,009,39104,39104009,366497.0,366500.0
TEL104,FC,FC-10,47.0,-49.1166666666666,2012-07-11,11,7,2012,00:40:00,Summer,T1955,,70.0,0.089,0.02,0.178,0.04,,39,104,010,39104,39104010,390005.0,390011.0
TEL104,FC,FC-12,47.0,-48.1166666666666,2012-07-11,11,7,2012,05:41:00,Summer,T1956,,122.0,0.067,0.083,0.134,0.166,,39,104,012,39104,39104012,390012.0,390020.0
TEL104,FC,FC-14,47.0,-47.5,2012-07-11,11,7,2012,10:13:00,Summer,T1957,,203.0,0.082,0.108,0.164,0.216,,39,104,014,39104,39104014,390021.0,390030.0
TEL104,FC,FC-15,47.0,-47.25,2012-07-11,11,7,2012,12:40:00,Summer,T1958,,528.0,0.115,1.321,0.23,2.642,,39,104,015,39104,39104015,390031.0,390040.0
TEL104,FC,FC-17,47.0,-47.0166666666666,2012-07-11,11,7,2012,16:20:00,Summer,T1959,,1000.0,0.078,1.258,0.156,2.516,,39,104,017,39104,39104017,390041.0,390050.0
TEL104,FC,FC-18,47.0,-46.8333333333333,2012-07-11,11,7,2012,19:30:00,Summer,T1960,,1000.0,0.078,1.687,0.156,3.374,,39,104,018,39104,39104018,390051.0,390060.0
TEL104,FC,FC-20,47.0,-46.4833333333333,2012-07-11,11,7,2012,23:15:00,Summer,T1961,,335.0,0.145,1.299,0.29,2.598,,39,104,020,39104,39104020,390061.0,390070.0
TEL104,FC,FC-21,47.0,-46.02,2012-07-12,12,7,2012,02:10:00,Summer,T1962,,290.0,0.055,2.192,0.11,4.384,,39,104,021,39104,39104021,390071.0,390080.0
TEL104,FC,FC-24,47.0,-45.21,2012-07-12,12,7,2012,07:07:00,Summer,T1963,,156.0,0.518,1.398,1.036,2.796,,39,104,024,39104,39104024,390081.0,390090.0
TEL104,FC,FC-26,47.0,-44.77,2012-07-12,12,7,2012,10:04:00,Summer,T1964,,136.0,0.113,0.867,0.226,1.734,,39,104,026,39104,39104026,390091.0,390100.0
TEL104,FC,FC-29,47.0,-44.2299999999999,2012-07-12,12,7,2012,13:43:00,Summer,T1965,,260.0,0.118,1.756,0.236,3.512,,39,104,029,39104,39104029,390101.0,390110.0
TEL104,FC,FC-31,47.0,-43.8133333333333,2012-07-12,12,7,2012,16:55:00,Summer,T1966,,540.0,0.115,1.282,0.23,2.564,,39,104,031,39104,39104031,,
TEL104,FC,FC-33,47.0,-43.25,2012-07-12,12,7,2012,20:40:00,Summer,T1967,,1000.0,0.347,1.132,0.694,2.264,,39,104,033,39104,39104033,,
TEL104,FC,FC-35,47.0,-43.0,2012-07-13,13,7,2012,00:40:00,Summer,T1968,,1000.0,0.286,1.001,0.572,2.002,,39,104,035,39104,39104035,,
TEL104,BB,BB-13,50.0,-49.0,2012-07-14,14,7,2012,08:36:00,Summer,T1969,,1135.0,0.185,1.0,0.37,2.0,,39,104,013,39104,39104013,390141.0,390150.0
TEL104,BB,BB-12,49.85,-49.5,2012-07-14,14,7,2012,14:09:00,Summer,T1970,,1000.0,0.153,0.873,0.306,1.746,,39,104,012,39104,39104012,390151.0,390160.0
TEL104,BB,BB-11,49.68,-50.02,2012-07-14,14,7,2012,18:30:00,Summer,T1971,,580.0,0.125,1.835,0.25,3.67,,39,104,011,39104,39104011,390161.0,390170.0
TEL104,BB,BB-10,49.52,-50.53,2012-07-14,14,7,2012,22:10:00,Summer,T1972,,320.0,0.114,1.539,0.228,3.078,,39,104,010,39104,39104010,390171.0,390180.0
TEL105,BB,BB-08,49.28,-51.28,2012-07-15,15,7,2012,03:10:00,Summer,T1973,,310.0,0.135,0.881,0.27,1.762,,,,,,,,
TEL106,BB,BB-06,49.1,-51.8299999999999,2012-07-15,15,7,2012,07:38:00,Summer,T1974,,276.0,0.179,0.313,0.358,0.626,,,,,,,,
TEL104,BB,BB-04,48.92,-52.3999999999999,2012-07-15,15,7,2012,11:37:00,Summer,T1975,,335.0,,,,,,39,104,004,39104,39104004,390201.0,390210.0
TEL104,BB,BB-03,48.8299999999999,-52.6499999999999,2012-07-15,15,7,2012,14:03:00,Summer,T1976,,224.0,0.127,0.259,0.254,0.518,,39,104,003,39104,39104003,390211.0,390220.0
TEL104,BB,BB-01,48.7299999999999,-52.9699999999999,2012-07-15,15,7,2012,16:35:00,Summer,T1977,,85.0,0.064,0.034,0.128,0.068,,39,104,001,39104,39104001,390221.0,390228.0
TEL104,SI,SI-02,53.3333333333333,-55.5,2012-07-17,17,7,2012,03:57:00,Summer,T1978,,129.0,0.042,0.739,0.084,1.478,,39,104,002,39104,39104002,390229.0,390237.0
TEL104,SI,SI-04,53.5333333333333,-55.145,2012-07-17,17,7,2012,07:22:00,Summer,T1979,,190.0,0.093,1.276,0.186,2.552,,39,104,004,39104,39104004,390238.0,390247.0
TEL104,SI,SI-06,53.7566666666666,-54.7766666666666,2012-07-17,17,7,2012,10:45:00,Summer,T1980,,165.0,0.686,0.995,1.372,1.99,,39,104,006,39104,39104006,390248.0,390256.0
TEL104,SI,SI-08,54.0816666666666,-54.2166666666666,2012-07-17,17,7,2012,14:46:00,Summer,T1981,,175.0,0.157,0.56,0.314,1.12,,39,104,008,39104,39104008,390257.0,390266.0
TEL104,SI,SI-09,54.2,-54.0,2012-07-17,17,7,2012,16:46:00,Summer,T1982,,200.0,0.193,0.513,0.386,1.026,,39,104,009,39104,39104009,390267.0,390276.0
TEL104,SI,SI-10,54.3549999999999,-53.7333333333333,2012-07-17,17,7,2012,19:04:00,Summer,T1983,,220.0,0.092,0.72,0.184,1.44,,39,104,010,39104,39104010,390277.0,390286.0
TEL104,SI,SI-12,54.6333333333333,-53.25,2012-07-17,17,7,2012,23:02:00,Summer,T1984,,640.0,0.116,1.563,0.232,3.126,,39,104,012,39104,39104012,390287.0,390296.0
TEL104,SI,SI-13,54.7833333333333,-53.0,2012-07-18,18,7,2012,02:20:00,Summer,T1985,,1000.0,0.242,2.275,0.484,4.55,,39,104,013,39104,39104013,390297.0,390306.0
TEL104,MB,MB-10,55.8716666666666,-56.9833333333333,2012-07-18,18,7,2012,22:47:00,Summer,T1986,,1000.0,0.162,1.331,0.324,2.662,,39,104,010,39104,39104010,390307.0,390316.0
TEL104,MB,MB-07,55.6783333333333,-57.4399999999999,2012-07-19,19,7,2012,03:14:00,Summer,T1987,,182.0,0.129,0.342,0.258,0.684,,39,104,007,39104,39104007,390317.0,390326.0
TEL104,MB,MB-05,55.4783333333333,-57.9066666666666,2012-07-19,19,7,2012,06:45:00,Summer,T1988,,105.0,0.072,0.334,0.144,0.668,,39,104,005,39104,39104005,390327.0,390335.0
TEL104,MB,MB-04,55.3716666666666,-58.145,2012-07-19,19,7,2012,09:03:00,Summer,T1989,,180.0,0.047,0.369,0.094,0.738,,39,104,004,39104,39104004,390336.0,390345.0
TEL104,MB,MB-02,55.25,-58.4366666666666,2012-07-19,19,7,2012,11:55:00,Summer,T1990,,258.0,0.115,0.617,0.23,1.234,,39,104,002,39104,39104002,390346.0,390355.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-24,24,7,2012,09:37:00,Summer,T1997,,165.0,0.132,0.138,0.264,0.276,,39,104,001,39104,39104001,,
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,02:03:00,Summer,2012-D01,,165.0,0.107,0.16,0.214,0.32,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,04:38:00,Summer,2012-D03,,165.0,0.12,0.079,0.24,0.158,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,06:33:00,Summer,2012-D05,,165.0,0.133,0.137,0.266,0.274,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,08:36:00,Summer,2012-D07,,165.0,0.123,0.118,0.246,0.236,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,10:39:00,Summer,2012-D09,,165.0,0.102,0.088,0.204,0.176,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,12:36:00,Summer,2012-D11,,165.0,0.065,0.158,0.13,0.316,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,14:35:00,Summer,2012-D13,,165.0,0.109,0.296,0.218,0.592,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,16:35:00,Summer,2012-D15,,165.0,0.09,0.206,0.18,0.412,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,18:34:00,Summer,2012-D17,,165.0,0.11,0.291,0.22,0.582,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,20:32:00,Summer,2012-D19,,165.0,0.119,0.129,0.238,0.258,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-26,26,7,2012,22:33:00,Summer,2012-D21,,165.0,0.102,0.268,0.204,0.536,,39,104,001,39104,39104001,390475.0,390554.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-27,27,7,2012,00:40:00,Summer,2012-D23,,165.0,0.055,0.109,0.11,0.218,,39,104,001,39104,39104001,390595.0,390594.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-27,27,7,2012,02:38:00,Summer,2012-D25,,165.0,0.1,0.202,0.2,0.404,,39,104,001,39104,39104001,390595.0,390594.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-27,27,7,2012,04:41:00,Summer,2012-D27,,165.0,0.116,0.238,0.232,0.476,,39,104,001,39104,39104001,390595.0,390594.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-27,27,7,2012,06:56:00,Summer,2012-D29,,165.0,0.102,0.15,0.204,0.3,,39,104,001,39104,39104001,390595.0,390594.0
TEL104,S27,S27-01,47.5466666666667,-52.5866666666667,2012-07-27,27,7,2012,08:45:00,Summer,2012-D31,,165.0,0.112,0.213,0.224,0.426,,39,104,001,39104,39104001,390595.0,390594.0
VLA003,S27,S27-01,47.5466666666667,-52.5866666666667,2012-08-20,20,8,2012,nan,Summer,T0702,,165.0,,,,,Data discarded,,,,,,,
TEL106,S27,S27-01,47.5466666666666,-52.5866666666666,2012-10-03,3,10,2012,nan,,T0777,,165.0,0.072,0.049,0.144,0.098,,,,,,,,
NED425,S27,S27-01,47.5466666666666,-52.5866666666666,2012-10-18,18,10,2012,20:45:00,,T0703,,165.0,0.26,0.133,0.52,0.266,,12,425,001,12425,12425001,,
NED425,S27,S27-01,47.5466666666666,-52.5866666666666,2012-10-30,30,10,2012,09:30:00,,T0704,,165.0,0.219,0.166,0.438,0.332,,12,425,001,12425,12425001,366635.0,366643.99999999796
NED426,S27,S27-01,47.5466666666666,-52.5866666666666,2012-10-31,31,10,2012,18:47:00,,T0705,,165.0,0.227,0.169,0.454,0.338,,,,,,,,
NED426,S27,S27-01,47.5466666666666,-52.5866666666666,2012-11-12,12,11,2012,15:15:00,Fall,T0706,,165.0,0.262,0.443,0.524,0.886,,,,,,,,
NED427,S27,S27-01,47.5466666666667,-52.5866666666667,2012-11-14,14,11,2012,nan,Fall,T0782,,165.0,0.123,0.223,0.246,0.446,,,,,,,,
HUD112,S27,S27-01,47.5466666666666,-52.5866666666666,2012-11-20,20,11,2012,01:38:00,Fall,T0707,,165.0,0.089,0.086,0.178,0.172,,20,112,001,20112,20112001,390625.0,390634.0
HUD112,SI,SI-02,53.3333333333333,-55.5,2012-11-21,21,11,2012,17:00:00,Fall,T0708,,125.0,0.098,0.347,0.196,0.694,,20,112,002,20112,20112002,390635.0,390643.0
HUD112,SI,SI-04,53.5333333333333,-55.145,2012-11-21,21,11,2012,20:15:00,Fall,T0709,,195.0,0.351,0.901,0.702,1.802,,20,112,004,20112,20112004,390644.0,390653.0
HUD112,SI,SI-06,53.7566666666666,-54.7766666666666,2012-11-21,21,11,2012,23:55:00,Fall,T0710,,150.0,0.277,0.502,0.554,1.004,,20,112,006,20112,20112006,390654.0,390663.0
HUD112,SI,SI-08,54.0816666666666,-54.2166666666666,2012-11-22,22,11,2012,04:00:00,Fall,T0711,,188.0,0.113,0.241,0.226,0.482,,20,112,008,20112,20112008,390664.0,390673.0
HUD112,SI,SI-09,54.2,-54.0,2012-11-22,22,11,2012,05:22:00,Fall,T0712,,208.0,0.116,0.048,0.232,0.096,,20,112,009,20112,20112009,390674.0,390683.0
HUD112,SI,SI-10,54.3549999999999,-53.7333333333333,2012-11-22,22,11,2012,08:15:00,Fall,T0713,,219.0,0.135,0.229,0.27,0.458,,20,112,010,20112,20112010,390684.0,390693.0
HUD112,SI,SI-12,54.6333333333333,-53.25,2012-11-22,22,11,2012,12:12:00,Fall,T0714,,665.0,0.136,0.845,0.272,1.69,,20,112,012,20112,20112012,390694.0,390703.0
HUD112,SI,SI-13,54.7833333333333,-53.0,2012-11-22,22,11,2012,14:27:00,Fall,T0715,,1000.0,0.136,3.124,0.272,6.248,,20,112,013,20112,20112013,390704.0,390713.0
HUD112,BB,BB-14,50.18,-48.4699999999999,2012-11-24,24,11,2012,05:27:00,Fall,T0716,,1000.0,0.099,0.776,0.198,1.552,,20,112,014,20112,20112014,390714.0,390723.0
HUD112,BB,BB-13,50.0,-49.0,2012-11-24,24,11,2012,12:00:00,Fall,T0717,,1000.0,0.105,1.779,0.21,3.558,,20,112,013,20112,20112013,390725.0,390734.0
HUD112,BB,BB-11,49.68,-50.02,2012-11-24,24,11,2012,21:00:00,Fall,T0719,,555.0,0.232,1.103,0.464,2.206,,20,112,011,20112,20112011,390747.0,390756.0
HUD112,BB,BB-10,49.52,-50.53,2012-11-24,24,11,2012,23:50:00,Fall,T0720,,310.0,0.094,0.97,0.188,1.94,,20,112,010,20112,20112010,,
HUD112,BB,BB-08,49.28,-51.28,2012-11-25,25,11,2012,05:15:00,Fall,T0721,,300.0,0.127,1.913,0.254,3.826,,20,112,008,20112,20112008,390769.0,390778.0
HUD112,BB,BB-06,49.1,-51.8299999999999,2012-11-25,25,11,2012,12:05:00,Fall,T0722,,270.0,0.151,1.377,0.302,2.754,,20,112,006,20112,20112006,390780.0,390789.0
HUD112,BB,BB-04,48.92,-52.3999999999999,2012-11-25,25,11,2012,16:50:00,Fall,T0723,,333.0,0.229,2.181,0.458,4.362,,20,112,004,20112,20112004,390791.0,390800.0
HUD112,BB,BB-03,48.8299999999999,-52.6499999999999,2012-11-25,25,11,2012,18:45:00,Fall,T0724,,240.0,0.261,1.878,0.522,3.756,,20,112,003,20112,20112003,390802.0,390811.0
HUD112,BB,BB-01,48.7299999999999,-52.9699999999999,2012-11-25,25,11,2012,23:45:00,Fall,T0725,,90.0,0.115,0.57,0.23,1.14,,20,112,001,20112,20112001,390813.0,390820.0
HUD112,S27,S27-01,47.5466666666666,-52.5866666666666,2012-11-26,26,11,2012,08:00:00,Fall,T0726,,165.0,0.194,0.27,0.388,0.54,,20,112,001,20112,20112001,390822.0,390831.0
